Age,Attendance_Percentage,Sleep_Hours,Stress_Level,Academic_Score,Family_Support_Score,Monthly_Expense,Screen_Time_Hours,Experimentation,Academic_Performance_Decline,Social_Isolation,Financial_Issues,Physical_Mental_Health_Problems,Legal_Consequences,Relationship_Strain,Risk_Taking_Behavior,Withdrawal_Symptoms,Denial_and_Resistance_to_Treatment,Addiction_Class
26,69.5,5.8,9,64.5,10.0,13101,8.7,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No
17,60.6,6.4,8,61.4,7.0,2729,6.3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes
18,72.0,5.0,9,81.2,4.0,7562,5.8,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes
17,71.0,4.6,2,79.3,6.0,13961,3.9,Yes,No,Yes,No,No,No,Yes,No,No,No,No
22,89.8,9.2,2,56.5,3.0,11056,3.8,No,No,No,No,Yes,No,No,Yes,Yes,No,No
18,66.9,7.3,3,65.8,10.0,12393,7.3,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No
26,53.6,8.5,10,68.4,10.0,17630,7.2,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No
25,65.3,6.6,7,85.8,9.0,7223,6.2,No,No,No,No,No,Yes,Yes,No,No,No,No
19,77.5,6.2,6,73.4,3.0,10132,5.4,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
22,62.5,3.9,2,62.4,1.0,14896,4.0,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
22,90.5,6.1,1,69.2,4.0,8780,4.0,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes
18,62.6,7.0,2,41.0,3.0,21551,4.7,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
18,47.6,7.1,5,74.4,8.0,16261,3.3,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No
21,75.4,7.4,10,46.3,8.0,4652,9.7,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes
27,73.7,8.0,10,75.6,9.0,15366,5.0,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes
27,92.6,8.5,8,49.4,9.0,2600,8.0,No,No,Yes,,No,No,No,No,No,Yes,No
17,71.8,6.6,1,71.1,6.0,10124,3.9,Yes,No,No,No,No,No,No,No,Yes,No,Yes
17,64.8,7.2,8,69.5,7.0,3368,5.2,No,No,No,Yes,No,Yes,No,No,No,No,No
17,77.7,5.9,6,63.4,1.0,7457,10.0,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes
23,53.2,7.5,6,64.4,2.0,8687,3.3,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes
23,78.7,7.4,3,63.7,9.0,19577,3.9,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes
17,77.0,,6,74.9,9.0,15812,6.5,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes
20,66.1,6.5,2,63.7,6.0,8767,3.7,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes
26,72.4,7.3,9,76.6,5.0,15193,2.5,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes
23,86.9,7.6,4,48.9,1.0,10076,5.4,Yes,No,Yes,,No,No,Yes,Yes,Yes,No,Yes
27,68.3,4.6,1,63.4,1.0,12952,9.8,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes
19,57.7,6.8,4,60.3,8.0,15731,6.3,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes
28,54.4,3.7,4,93.6,9.0,19961,8.1,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
17,63.8,5.8,1,85.5,9.0,18338,5.2,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes
17,54.9,5.9,10,43.3,6.0,2076,6.3,No,Yes,No,,Yes,No,No,Yes,No,No,Yes
20,83.8,6.6,7,34.8,4.0,3673,8.9,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No
18,82.5,6.9,7,72.0,6.0,14592,4.2,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes
18,81.4,8.3,5,69.9,3.0,5807,5.5,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
22,71.1,7.2,2,52.7,5.0,13721,5.2,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No
19,85.5,5.5,4,51.0,10.0,3234,7.2,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
25,60.5,6.5,3,59.5,2.0,17953,5.2,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No
21,55.3,6.6,4,65.8,2.0,2477,6.0,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No
25,69.1,5.3,5,76.1,1.0,2732,6.9,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes
17,78.0,5.4,6,83.3,10.0,3771,5.2,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
20,69.8,4.5,2,82.0,3.0,14456,6.5,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
26,98.7,4.8,7,90.8,7.0,17838,4.5,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes
17,80.9,4.9,8,69.6,5.0,11931,6.8,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes
26,69.3,6.1,6,47.5,8.0,10900,7.5,Yes,No,,No,Yes,Yes,No,No,No,No,No
25,74.3,6.2,5,63.2,5.0,18527,5.7,No,Yes,No,No,No,No,Yes,No,No,No,No
23,91.3,6.7,6,,3.0,4254,3.5,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No
22,88.4,7.1,5,71.4,5.0,14114,7.5,Yes,Yes,No,No,No,No,Yes,No,No,No,No
20,57.9,5.1,7,70.7,8.0,6076,4.3,No,No,Yes,No,No,No,No,No,No,No,No
25,74.5,7.1,10,33.4,3.0,14370,3.1,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No
18,68.0,7.0,7,43.8,1.0,5145,6.9,No,Yes,,No,Yes,Yes,No,No,Yes,No,Yes
26,71.6,7.6,9,51.7,5.0,9176,7.0,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes
26,62.6,7.5,9,68.9,3.0,7134,7.2,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No
20,85.6,6.4,10,68.3,8.0,10068,3.3,No,No,Yes,,No,Yes,No,No,Yes,No,No
26,75.5,5.3,10,69.4,2.0,17692,8.8,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
18,70.4,7.7,6,71.7,4.0,21520,3.7,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes
27,,6.0,8,66.1,9.0,15203,4.7,No,Yes,Yes,No,No,No,No,Yes,No,No,No
17,72.6,7.1,8,42.7,7.0,17289,1.5,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes
21,83.6,9.6,10,60.1,7.0,6360,6.1,Yes,No,No,No,No,No,No,No,Yes,No,Yes
19,55.6,6.7,6,53.6,2.0,20188,10.1,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes
17,69.4,9.0,7,64.6,5.0,9730,3.7,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes
17,70.0,5.9,10,68.0,8.0,4847,7.0,No,No,No,No,No,No,Yes,No,Yes,No,No
27,68.2,7.6,10,74.0,8.0,20914,7.2,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No
25,87.7,5.4,5,82.3,10.0,14181,5.4,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No
26,70.6,6.6,7,61.5,7.0,8831,6.0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes
17,54.6,7.0,8,52.9,5.0,3143,2.3,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
22,57.0,,10,64.7,9.0,6386,10.3,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes
25,95.4,5.9,5,66.0,10.0,9060,6.2,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes
24,83.1,6.0,3,61.0,4.0,4585,3.6,No,No,No,Yes,No,No,Yes,Yes,No,No,No
19,48.5,6.8,2,53.1,4.0,14683,4.9,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No
17,67.0,6.6,8,93.7,9.0,19528,8.5,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes
24,76.7,6.6,9,99.4,9.0,5785,6.5,No,No,No,No,Yes,No,Yes,Yes,No,No,No
25,65.6,7.7,6,73.6,8.0,16881,5.8,Yes,No,,No,Yes,No,Yes,No,No,Yes,No
27,48.5,6.1,8,79.2,10.0,5591,2.5,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No
21,80.6,4.1,2,47.8,5.0,4861,6.5,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,No,Yes
27,65.5,7.9,9,61.3,3.0,3520,5.8,Yes,Yes,No,,No,No,No,No,No,No,Yes
27,80.3,6.5,10,85.8,9.0,21680,8.3,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No
17,88.6,6.2,8,66.4,8.0,3604,8.5,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes
24,82.3,5.6,1,64.6,2.0,13902,6.8,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No
28,91.5,6.7,4,73.0,6.0,9309,7.0,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No
27,94.6,6.0,7,78.8,5.0,18986,4.3,No,No,Yes,Yes,No,No,No,No,Yes,No,No
19,57.8,6.2,9,57.8,8.0,8286,8.1,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes
22,95.2,9.5,4,67.8,6.0,11176,6.0,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
27,70.9,6.2,6,40.1,2.0,15844,2.9,No,No,No,No,No,No,No,No,Yes,Yes,No
21,67.5,4.6,2,49.5,6.0,21002,3.6,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No
28,71.0,7.1,9,63.9,10.0,21763,3.5,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
25,66.7,3.3,2,75.4,4.0,7335,4.1,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No
21,60.0,6.1,4,71.0,1.0,20091,2.8,No,No,No,Yes,Yes,No,Yes,No,No,No,No
24,76.0,6.7,10,89.3,7.0,11982,3.1,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes
24,85.2,6.1,5,70.7,3.0,8078,5.6,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No
22,76.4,6.6,8,67.5,4.0,5943,7.1,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No
21,63.1,5.7,1,66.0,3.0,10443,6.1,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes
18,92.6,8.9,7,90.7,9.0,2051,7.1,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes
24,69.6,7.9,6,96.4,9.0,8504,4.0,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes
25,83.9,7.3,1,70.3,6.0,13037,8.6,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
27,71.3,4.8,1,59.3,8.0,8214,6.5,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes
28,95.9,5.6,5,73.2,2.0,16424,3.6,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No
22,67.9,5.3,9,79.7,2.0,20924,4.3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
25,80.1,5.9,3,83.5,2.0,6679,1.9,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No
21,62.9,6.4,8,82.9,5.0,2638,6.0,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
25,58.5,5.3,2,67.1,2.0,21861,3.0,No,No,No,Yes,No,Yes,No,Yes,No,No,No
17,61.6,8.2,8,86.3,10.0,18277,7.9,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes
25,62.3,5.0,7,64.1,5.0,2188,4.9,Yes,No,Yes,No,No,No,No,Yes,No,No,No
21,73.7,6.9,4,66.3,4.0,15338,7.6,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No
23,,6.8,7,90.4,7.0,7725,4.2,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
19,72.7,5.6,7,64.8,2.0,19043,4.5,Yes,Yes,No,No,No,No,No,No,No,No,Yes
25,78.7,5.3,5,97.6,1.0,6110,7.4,No,No,No,No,No,Yes,Yes,No,No,No,No
26,51.7,6.1,3,69.8,10.0,10915,7.9,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No
18,84.8,6.4,5,74.0,10.0,3592,4.7,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No
20,63.7,5.8,3,54.1,10.0,6908,3.9,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes
17,76.9,6.7,6,81.6,10.0,13005,1.4,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes
18,71.8,5.2,8,90.5,10.0,21363,6.8,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
18,88.3,6.9,10,60.1,5.0,6339,9.3,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
27,76.1,5.0,8,79.2,4.0,13449,5.9,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
19,79.0,7.8,7,52.3,5.0,9926,7.1,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes
28,78.4,5.3,5,58.8,9.0,14020,5.4,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No
21,51.6,6.5,7,59.8,1.0,20105,6.8,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes
21,72.8,7.4,7,65.4,7.0,3301,3.2,No,No,No,,Yes,No,Yes,Yes,No,Yes,No
23,73.0,8.4,7,95.8,1.0,5589,7.9,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No
17,67.1,8.5,4,70.7,6.0,14395,3.8,No,No,No,No,No,Yes,No,No,No,No,No
24,84.4,6.6,5,66.3,2.0,5897,8.6,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes
25,56.6,7.8,3,86.5,2.0,15500,7.4,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No
20,77.0,6.6,3,53.4,9.0,6790,7.8,Yes,No,No,No,No,No,Yes,No,No,No,No
21,56.6,7.8,6,67.7,9.0,21224,4.4,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes
19,88.2,7.2,1,76.3,2.0,6721,7.0,No,No,Yes,No,No,Yes,No,No,No,Yes,No
17,74.1,6.8,4,46.7,9.0,9188,5.5,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes
26,77.7,6.2,2,66.6,7.0,5504,6.0,No,No,No,Yes,No,No,No,No,No,Yes,No
20,60.1,7.9,3,74.2,5.0,3659,3.5,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No
25,65.6,7.1,7,67.0,7.0,6616,8.1,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes
23,74.6,3.3,6,81.5,1.0,3185,4.8,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes
24,67.0,3.3,6,65.6,6.0,17903,6.6,Yes,No,Yes,,Yes,No,Yes,No,No,Yes,Yes
19,78.1,6.2,9,54.3,1.0,2192,6.7,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes
18,54.4,6.7,2,69.6,9.0,17882,5.2,No,No,No,No,Yes,No,No,No,Yes,Yes,No
20,91.4,6.5,8,38.8,10.0,14170,6.2,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No
17,76.4,5.6,6,73.0,2.0,15944,7.6,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes
23,59.2,6.6,4,56.6,5.0,20654,4.4,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
18,70.4,7.8,8,100.0,6.0,15190,7.5,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes
19,66.7,5.9,5,77.1,5.0,9259,1.1,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes
18,58.4,4.6,3,76.2,6.0,14501,2.7,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No
18,94.8,7.7,9,80.2,3.0,11358,3.6,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
22,100.0,7.5,6,78.9,5.0,13873,2.6,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No
25,71.8,7.5,4,51.8,8.0,17536,6.2,No,No,No,No,No,Yes,Yes,No,No,No,No
28,75.6,8.4,1,50.2,7.0,2293,9.8,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No
22,73.0,6.0,2,68.5,10.0,16715,7.8,No,No,Yes,No,No,No,No,No,Yes,No,No
23,66.8,5.7,2,80.6,10.0,15199,7.0,No,Yes,No,Yes,No,No,No,Yes,No,No,No
21,82.7,6.1,1,48.4,7.0,8431,4.4,Yes,No,No,No,No,Yes,No,No,No,No,No
23,69.5,6.6,7,74.0,4.0,19743,5.2,No,No,Yes,Yes,Yes,No,No,No,No,No,No
20,66.3,7.3,1,76.3,3.0,9147,7.0,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
18,47.4,5.6,1,54.5,3.0,17808,6.8,Yes,No,,No,No,Yes,Yes,No,Yes,Yes,No
19,92.4,6.7,9,98.6,8.0,16734,6.8,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes
19,89.6,,2,54.6,5.0,20091,5.7,No,No,Yes,No,No,No,No,Yes,No,No,No
27,54.6,5.1,7,74.9,4.0,14555,6.3,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes
27,79.6,,10,72.6,6.0,12690,5.3,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes
23,79.5,6.8,9,64.1,1.0,7148,3.9,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No
17,46.7,8.0,7,68.1,8.0,2635,4.2,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No
23,63.8,4.4,8,77.8,4.0,15113,5.8,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes
20,63.9,6.9,10,35.8,9.0,19763,8.0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
27,82.3,6.7,6,,9.0,20063,5.4,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes
22,83.6,9.2,2,75.7,4.0,10205,8.9,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No
25,71.9,6.5,7,62.3,9.0,17292,6.1,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No
19,65.1,7.0,5,49.4,5.0,9545,2.7,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes
24,71.3,5.7,5,65.6,6.0,14512,9.9,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes
26,82.5,,7,74.3,5.0,8344,5.8,No,No,No,No,No,No,Yes,No,No,No,No
19,42.8,8.6,4,85.1,10.0,10801,8.6,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes
17,78.9,8.2,5,,9.0,9985,2.9,No,No,Yes,No,No,No,No,No,No,Yes,Yes
19,73.5,6.5,8,35.3,10.0,4466,6.4,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
18,61.3,6.3,3,72.4,9.0,7251,6.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
23,63.5,6.1,4,61.5,10.0,12794,4.8,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes
23,84.8,5.7,5,62.0,8.0,6200,4.2,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes
25,68.8,6.4,4,71.3,1.0,13146,6.8,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
18,76.1,6.8,7,75.7,7.0,16359,7.7,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes
19,73.3,8.1,6,69.8,2.0,16167,6.5,No,No,Yes,No,No,Yes,Yes,No,No,No,No
20,74.2,7.2,7,76.5,8.0,18148,4.1,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
22,65.4,7.4,2,63.2,9.0,2999,3.6,No,Yes,No,No,No,No,Yes,No,Yes,No,No
28,57.0,6.9,4,76.6,5.0,4477,2.2,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No
21,,6.2,5,51.2,6.0,21640,4.9,No,No,Yes,No,No,No,No,No,No,Yes,No
26,67.7,7.4,8,76.4,8.0,3764,4.7,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes
28,83.3,8.0,6,66.3,7.0,10601,2.4,No,No,,Yes,No,Yes,Yes,Yes,No,No,No
26,74.7,4.9,6,67.3,9.0,9247,3.7,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No
24,72.5,5.7,9,83.2,,6254,5.0,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes
27,60.4,4.1,6,60.3,6.0,5035,3.5,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes
19,87.1,7.2,4,97.6,9.0,6327,7.5,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes
19,69.7,7.2,3,95.9,1.0,18089,4.2,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No
25,92.8,6.4,7,,3.0,14929,6.9,No,Yes,No,No,No,No,No,Yes,No,No,Yes
25,79.2,5.8,1,40.7,5.0,11090,4.5,No,Yes,No,Yes,No,No,No,No,No,Yes,No
21,79.5,7.2,9,85.9,8.0,4232,8.4,No,No,Yes,No,Yes,No,No,No,No,No,No
22,63.7,5.8,1,44.1,4.0,3523,6.9,No,Yes,Yes,No,No,Yes,No,No,No,No,No
17,76.9,6.6,9,62.6,4.0,12105,4.7,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes
28,56.9,7.6,7,73.1,9.0,12082,3.8,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes
20,68.3,6.2,2,86.2,9.0,18720,6.4,No,No,No,Yes,Yes,No,No,No,Yes,No,No
19,62.0,7.8,3,53.6,8.0,5970,5.9,No,No,No,No,Yes,No,Yes,No,No,Yes,No
18,71.4,6.2,3,55.3,7.0,19549,6.2,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No
19,75.6,9.7,5,64.0,10.0,12937,4.5,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No
21,71.6,6.5,4,,6.0,20429,6.2,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No
21,78.5,6.5,2,71.9,2.0,15236,3.9,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes
27,80.8,6.6,1,75.7,9.0,10884,5.6,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No
24,53.3,6.3,9,46.1,1.0,18994,8.6,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes
22,,6.7,4,95.3,10.0,12468,6.1,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No
21,64.0,8.4,3,54.5,6.0,9934,2.6,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No
20,82.4,5.2,8,60.9,1.0,7892,8.9,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes
28,69.0,6.4,6,61.0,3.0,2650,4.5,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
19,58.5,5.3,6,92.1,1.0,11431,6.4,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No
19,67.6,5.0,5,65.5,3.0,18101,3.3,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
26,74.4,5.8,10,74.8,9.0,21893,3.5,Yes,No,,Yes,Yes,Yes,No,Yes,No,Yes,Yes
20,55.6,7.4,7,60.3,1.0,18972,6.5,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes
20,64.7,6.9,1,80.1,1.0,9180,2.9,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes
18,83.5,5.4,9,58.4,3.0,5574,5.0,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
19,77.5,6.4,7,51.3,4.0,5065,6.4,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes
21,71.1,7.3,9,58.1,8.0,18444,6.1,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes
28,75.5,5.2,9,72.4,6.0,18854,9.9,No,No,Yes,,Yes,No,Yes,Yes,Yes,Yes,Yes
26,67.7,8.3,4,69.3,7.0,16729,7.0,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No
21,51.5,8.4,6,68.6,9.0,21722,4.7,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No
23,75.0,5.6,4,63.4,7.0,8493,4.8,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes
21,73.3,8.0,3,44.4,5.0,5416,9.6,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
19,61.0,5.3,1,67.3,7.0,12952,6.4,No,Yes,Yes,,Yes,Yes,No,No,No,Yes,No
28,64.9,6.8,10,37.2,6.0,4399,5.6,No,No,No,No,No,No,Yes,Yes,Yes,No,No
20,73.4,6.7,8,87.7,4.0,2184,8.2,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes
22,62.7,6.7,8,68.5,9.0,4081,6.9,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No
28,78.5,5.8,6,47.2,,10175,9.3,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes
23,62.4,7.6,5,74.2,3.0,12332,6.9,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes
23,69.9,6.2,4,60.9,1.0,9630,7.0,No,Yes,Yes,No,No,No,No,No,No,No,Yes
24,64.2,4.9,8,61.9,,18792,3.0,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes
24,82.3,7.0,5,63.3,2.0,19773,5.7,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No
17,72.1,6.2,5,70.2,3.0,14386,5.7,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
17,,7.5,9,,10.0,2368,7.3,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes
19,66.2,6.0,9,69.2,4.0,13526,4.8,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes
23,65.0,6.7,6,61.3,5.0,11233,6.4,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
26,87.4,8.3,9,67.7,6.0,3484,4.8,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
22,68.2,7.4,2,67.0,8.0,9636,4.3,Yes,No,,No,Yes,No,Yes,Yes,No,No,No
18,61.2,8.3,5,79.0,7.0,16464,5.8,No,No,Yes,No,Yes,No,Yes,No,No,No,No
27,84.6,8.3,9,82.4,4.0,18517,1.5,No,No,No,No,No,No,No,No,Yes,No,No
22,65.1,3.7,5,80.9,3.0,2251,6.8,Yes,No,No,No,No,No,No,No,Yes,No,Yes
17,76.9,6.6,2,56.2,5.0,12149,2.4,No,No,Yes,No,No,No,No,No,Yes,No,Yes
19,55.8,6.2,8,69.9,7.0,18290,3.8,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes
26,62.9,8.7,6,38.5,8.0,3238,10.6,No,No,No,No,No,No,No,Yes,No,Yes,No
26,68.7,6.8,3,42.8,1.0,12620,4.2,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
22,76.7,5.8,7,,8.0,11539,9.0,No,No,Yes,Yes,Yes,No,No,No,No,No,No
24,65.0,8.1,3,55.5,1.0,14208,6.2,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes
